X	Y
0.01919637 3.440256
2.580508 -1.254334
2.028951 0.2564466
2.623493 -1.272997
2.474814 -1.151508
3.268681 -1.650843
4.373326 -5.960394
5.709018 -8.517568
2.673015 -1.027792
0.3296409 3.313643
6.007056 -8.5214
4.312236 -4.654024
3.981535 -3.773501
2.945098 -3.021507
2.064534 -0.7040103
1.24703 2.129734
5.485036 -6.80557
5.840432 -7.741255
1.272295 1.661469
3.443679 -2.661362
5.028296 -6.357424
4.783456 -5.615645
5.439303 -6.939683
4.342799 -4.919997
2.058116 -0.347547
0.08767969 4.249861
3.371486 -2.940955
3.708579 -4.06107
1.760668 0.3421988
0.04615766 3.79789
2.912965 -2.06706
5.150882 -6.072222
2.058003 -0.3546548
3.253154 -2.044944
5.900735 -8.657326
3.443908 -3.269508
3.907212 -3.393166
4.032162 -4.190336
4.593293 -4.963479
3.726057 -3.603418
3.707345 -3.84243
0.822712 2.492203
3.326017 -2.637943
6.188392 -8.409415
7.919597 -11.501
5.189758 -6.71885
1.350293 0.8750969
1.521977 0.5449005
4.640746 -6.010556
4.920939 -5.714241
0.990542 2.274917
5.911678 -7.713543
2.619641 -1.820183
-0.8508306 5.361945
1.626481 0.7840093
3.574347 -3.183834
-0.3722101 5.719918
4.941502 -5.705063
4.326636 -4.031992
2.14698 0.09213436
3.489907 -3.165298
4.8917 -6.122052
5.148429 -6.230068
1.906023 1.335148
4.473559 -4.787687
2.111789 0.3757665
5.027577 -5.644513
1.492891 1.512666
2.094316 -0.684244
4.05836 -3.18428
3.28985 -2.903679
3.317499 -3.326154
0.5322097 2.398952
-0.0317605 3.910801
-2.716168 9.705515
1.95107 0.3906574
2.310483 -0.8950361
1.688886 -0.02613643
3.135291 -2.133827
3.839162 -3.491904
3.209191 -2.314948
-0.8670237 5.450045
3.535775 -2.378402
3.823851 -4.073199
6.738034 -10.3698
4.829936 -5.595757
3.147398 -1.941781
5.070859 -6.105755
5.374502 -6.619007
3.609236 -1.971174
4.06083 -3.893294
5.15372 -5.990917
-2.52073 8.865779
3.446567 -3.531278
2.115922 -0.09066993
3.4481 -3.049078
1.223638 1.678239
3.896427 -3.901508
0.542497 2.961334
4.841635 -6.076764
3.166124 -2.158119
-0.4454354 4.972293
3.652066 -3.147113
0.3797841 3.454607
3.479886 -3.421895
1.846734 0.6272177
4.613602 -4.94504
1.347203 1.356466
4.109752 -3.935206
2.835353 -1.722378
-1.665156 7.142223
4.314057 -5.285423
4.460561 -5.103502
1.442223 2.215811
3.952263 -3.533693
4.261203 -3.964433
3.500066 -1.666178
4.605543 -4.878963
1.789361 -0.4394669
3.526004 -2.710231
3.007872 -1.461658
-1.712888 7.347784
6.145491 -8.188768
1.985958 0.6506764
4.678428 -5.236083
4.573522 -4.901045
2.769206 -0.7775726
4.969429 -6.21152
4.475087 -4.333542
1.583632 1.109525
2.810035 -1.854817
2.328904 -0.5402447
0.1074003 3.533061
2.371104 -0.6989622
5.18623 -5.897819
4.446846 -4.098117
1.917078 0.8980175
3.80987 -4.200447
0.8012913 1.967061
2.913944 -2.062335
3.751341 -3.016004
3.846459 -3.654424
2.577259 -1.015459
2.308961 -0.8728439
-0.2251684 4.094161
4.435507 -4.981103
3.556351 -4.107479
1.735565 1.050939
3.481268 -3.238438
0.719986 3.220329
3.092799 -1.563806
0.09714576 3.700078
-1.480077 6.327046
7.008971 -10.3373
7.306593 -9.877582
0.6799324 1.468347
4.310932 -5.722368
4.583919 -4.854028
-0.2929918 5.255917
2.40826 -0.8788941
2.178626 -0.1708118
4.251582 -4.284349
6.691995 -9.975392
1.764583 -0.04928193
7.125144 -11.44132
3.80726 -3.676032
3.469144 -3.904287
2.085457 -0.5030896
0.3686035 4.053844
1.611658 0.8020005
4.948682 -6.087976
7.943198 -12.09565
4.406185 -4.930652
2.183381 -0.2880408
1.405661 0.8748832
3.586319 -3.992957
1.995957 -0.3066544
3.414711 -3.049952
-0.08566003 3.865057
-0.1241036 4.765089
5.523995 -7.256371
1.570243 0.9742399
1.659064 1.307625
6.885445 -9.800836
2.704653 -2.030046
-1.252105 6.389421
2.792866 -0.7662864
2.311939 -1.805367
6.280549 -8.727649
5.117524 -6.438447
3.279282 -3.187215
5.00851 -5.745393
5.662662 -7.81029
1.475167 0.8992773
4.127288 -3.802464
1.505748 0.7515874
2.930091 -2.320338
4.965353 -6.447132
4.100842 -4.291993
4.86821 -6.577796
-0.8595414 6.096274
0.2503933 3.024812
4.224807 -5.137927
3.700848 -3.853123
0.4213291 2.564373
0.2885292 2.975573
3.554585 -2.803782
2.478968 -1.222367
-0.3623694 4.897961
4.324962 -4.772405
4.888134 -6.387807
2.849659 -1.153147
2.892421 -0.933493
6.916225 -9.826317
4.157753 -4.287108
3.359388 -2.888218
3.47549 -2.358112
1.630665 0.4574057
0.6404749 2.464803
2.039624 0.3738651
2.963974 -0.9956361
2.596755 -1.464435
2.412361 -1.381673
1.714839 -0.4187712
2.923219 -2.230822
1.091359 1.612282
0.6683051 3.752248
2.423082 -0.9106233
3.506145 -4.152339
5.930733 -8.281671
1.506257 0.1423134
1.331938 1.164525
4.555645 -5.480007
0.8730014 2.449628
2.585206 -0.99944
2.790883 -1.747349
4.689232 -5.006532
6.280264 -8.912155
3.812154 -2.757498
2.602226 -1.296684
4.330507 -4.120204
4.311927 -4.430968
-0.1805992 4.43944
-1.271706 5.788942
1.477535 1.504732
1.255342 0.814265
3.202384 -2.562288
4.938206 -6.326052
5.50441 -7.001649
1.192117 1.77411
4.637364 -5.791678
3.396382 -2.971448
1.406954 1.026144
-1.389819 7.062336
1.452848 1.494219
3.599512 -3.001209
4.648067 -4.593381
1.929091 -0.3849426
3.767089 -3.849282
3.876194 -3.024782
1.67852 0.765715
3.802529 -4.337182
3.007061 -1.510289
4.153631 -3.864968
2.757231 -1.218011
3.021961 -1.786238
3.148389 -1.808275
3.856327 -3.459181
0.4878755 2.636795
5.037913 -6.79535
2.657622 -1.580511
4.443342 -5.592142
2.339058 -0.6759833
2.558449 -1.756817
5.199336 -6.281347
2.935933 -1.7655
4.66653 -5.557668
2.665979 -0.7425891
2.407212 -1.228184
-1.738294 7.534665
4.147864 -3.733847
1.812131 0.1213404
5.385179 -7.015342
3.024873 -0.9095308
1.447935 2.234071
2.858237 -1.709016
-0.3307048 4.767237
2.432527 -1.700494
6.12751 -8.037398
2.920275 -1.674399
3.355983 -2.294251
3.106605 -2.481625
3.203415 -2.290576
2.797912 -1.482486
3.060299 -2.282635
4.935294 -5.758374
2.339249 -0.4873714
-0.03606789 4.40535
5.13532 -6.506528
0.3570819 2.476183
2.920814 -1.061542
4.383154 -4.658194
2.670449 -1.248179
